9628,7772,44,2127,925,1223,1879,498
9003,5027,665,2209,181,941,1690,185
922,9657,3508,2687,1294,542,1516,540
3183,1937,2750,9036,365,619,699,573
1977,1051,3627,8814,1437,808,1894,1658
4887,3205,3520,6782,1683,1193,895,1213
5438,3416,7514,5072,692,894,1403,673
5016,8874,9497,9236,1506,1945,1314,305
3071,1742,3143,7932,463,343,139,1443
2954,9482,4723,9078,1058,198,149,1678
6931,8453,5797,8370,1599,1119,1478,1727
4767,714,8299,1405,427,1310,1556,1239
8532,4146,9621,9238,1385,1154,1303,53
7404,7261,9829,8615,348,1870,1349,1471
4762,4468,136,2746,1538,1440,1138,1492
7207,9266,5682,1913,1309,1771,1550,1638
3621,2427,9157,4471,839,1472,861,39
7183,4053,3487,1685,641,1781,1925,783
5004,3277,7008,8048,924,785,582,1447
3142,3578,6889,7446,1917,310,378,1563
6040,518,1186,6667,1955,165,1549,449
4031,4201,3214,2015,934,1718,762,1639
6219,6084,8011,8164,1407,1813,1763,908
289,6543,1627,352,1067,1335,764,1612
4459,2780,838,7708,1051,1370,917,351
7296,9563,6676,2931,1164,1618,1037,828
238,1720,2096,5191,503,580,1821,128
6870,1203,3555,9197,702,1695,826,1747
